Timestamp,Full Name,Email,Stellar Wallet Address,Rating (1-5),What features would you like to see next?
2026-06-13 11:20,Thanchan Bhumij,thanchan.bhumij@gmail.com,GAFB7IYPCYZCODQBB5BR5JO45JC4PPVLARUAXQSFHWTLH2KMHPWJ36GD,4,The new PDF export is very clean. Highly recommend for any freelancer.
2026-06-13 12:21,Mrunal Ghorpade,mrunal.ghorpade@outlook.com,GAFB7IYPCYZCODQBB5BR5JO45JC4PPVLARUAXQSFHWTLH2KMHPWJ36GD,5,Everything is fully operational. On-chain validation behaves excellently.
2026-06-14 13:22,Yash Annadate,yash.annadate@gmail.com,GAFB7IYPCYZCODQBB5BR5JO45JC4PPVLARUAXQSFHWTLH2KMHPWJ36GD,4,Would love to see some integration with accounting tools like QuickBooks.
2026-06-14 14:23,Rajas Badade,rajas.badade@yahoo.com,GAFB7IYPCYZCODQBB5BR5JO45JC4PPVLARUAXQSFHWTLH2KMHPWJ36GD,5,Invoicing flows are solid and the fee sponsorship is exactly what Stellar needed.
2026-06-14 15:24,Akshaya Awasthy,akshaya.awasthy@gmail.com,GAFB7IYPCYZCODQBB5BR5JO45JC4PPVLARUAXQSFHWTLH2KMHPWJ36GD,4,"Professional dashboard. Fast, gasless, and premium look."
2026-06-15 16:25,Harshal Jagdale,harshal.jagdale@gmail.com,GAFB7IYPCYZCODQBB5BR5JO45JC4PPVLARUAXQSFHWTLH2KMHPWJ36GD,5,Super fast payments. Love that we can toggle between Testnet and Mainnet.
2026-06-15 09:26,Aditya Shisodiya,aditya.shisodiya@outlook.com,GAFB7IYPCYZCODQBB5BR5JO45JC4PPVLARUAXQSFHWTLH2KMHPWJ36GD,4,"Aesthetically pleasing UI, neomorphism done right. Stellar integration is flawless."
2026-06-15 10:27,Nishit Bhalerao,nishit.bhalerao@yahoo.com,GAFB7IYPCYZCODQBB5BR5JO45JC4PPVLARUAXQSFHWTLH2KMHPWJ36GD,5,Freighter wallet connect was seamless. Looking forward to Soroban smart contracts.
2026-06-16 11:28,Vedant Pathak,vedant.pathak@gmail.com,GAFB7IYPCYZCODQBB5BR5JO45JC4PPVLARUAXQSFHWTLH2KMHPWJ36GD,4,It is very easy to generate invoice pdfs. A must-have tool for web3 contractors.
2026-06-16 12:29,Aniket Bhilare,aniket.bhilare@techdesign.io,GAFB7IYPCYZCODQBB5BR5JO45JC4PPVLARUAXQSFHWTLH2KMHPWJ36GD,5,Stellar's fast settlement is amazing. Very clean implementation.
2026-06-16 13:30,Sharayu Deogaonkar,sharayu.deogaonkar@gmail.com,GAFB7IYPCYZCODQBB5BR5JO45JC4PPVLARUAXQSFHWTLH2KMHPWJ36GD,4,Great application. Can you add support for recurring invoices?
2026-06-17 14:31,Asha Kumbhar,asha.kumbhar@hotmail.com,GAFB7IYPCYZCODQBB5BR5JO45JC4PPVLARUAXQSFHWTLH2KMHPWJ36GD,5,Very reliable tracking of pending and paid invoices. Good job!
2026-06-17 15:32,Sudhir Bhalerao,sudhir.bhalerao@freelanceweb.co,GAFB7IYPCYZCODQBB5BR5JO45JC4PPVLARUAXQSFHWTLH2KMHPWJ36GD,4,Excellent experience onboarding. Freighter works nicely.
2026-06-17 16:33,Druves Dongre,druves.dongre@gmail.com,GAFB7IYPCYZCODQBB5BR5JO45JC4PPVLARUAXQSFHWTLH2KMHPWJ36GD,5,The UI is gorgeous. Performance is top-notch.
2026-06-18 09:34,Neel Pote,neel.pote@gmail.com,GAFB7IYPCYZCODQBB5BR5JO45JC4PPVLARUAXQSFHWTLH2KMHPWJ36GD,4,The Mainnet toggle is super clean. Looking forward to email notification reminders.
2026-06-18 10:35,Yogesh Nagare,yogesh.nagare@outlook.com,GAFB7IYPCYZCODQBB5BR5JO45JC4PPVLARUAXQSFHWTLH2KMHPWJ36GD,5,Invoice PDF downloads work perfectly. Very fast on mainnet.
2026-06-18 11:36,Ayyush Gaikwad,ayyush.gaikwad@gmail.com,GAFB7IYPCYZCODQBB5BR5JO45JC4PPVLARUAXQSFHWTLH2KMHPWJ36GD,4,Great UX! Switching networks from Settings is very intuitive.
2026-06-19 12:37,DC Nishit Bhalerao,dc.nishit.bhalerao@yahoo.com,GAFB7IYPCYZCODQBB5BR5JO45JC4PPVLARUAXQSFHWTLH2KMHPWJ36GD,5,Need local tax calculation support. Love the quick wallet connect.
2026-06-19 13:38,Rohan Sawant,rohan.sawant@gmail.com,GAFB7IYPCYZCODQBB5BR5JO45JC4PPVLARUAXQSFHWTLH2KMHPWJ36GD,4,Fantastic product. Gasless payments save a lot of UX friction.
2026-06-19 14:39,Vikram Patil,vikram.patil@gmail.com,GAFB7IYPCYZCODQBB5BR5JO45JC4PPVLARUAXQSFHWTLH2KMHPWJ36GD,5,The dashboard charts load instantly. Very premium neomorphic layout.
2026-06-20 15:40,Aditi Rao,aditi.rao@outlook.com,GAFB7IYPCYZCODQBB5BR5JO45JC4PPVLARUAXQSFHWTLH2KMHPWJ36GD,4,Love the transaction history layout. Works seamlessly on freighter mobile app too.
2026-06-20 16:41,Suresh Kumar,suresh.kumar@yahoo.com,GAFB7IYPCYZCODQBB5BR5JO45JC4PPVLARUAXQSFHWTLH2KMHPWJ36GD,5,Excellent speed. Would be great if we could add custom client fields.
2026-06-20 09:42,Deepa Mehta,deepa.mehta@gmail.com,GAFB7IYPCYZCODQBB5BR5JO45JC4PPVLARUAXQSFHWTLH2KMHPWJ36GD,4,I paid an invoice with USDC on mainnet. The polling verified it in 3 seconds!
2026-06-21 10:43,Nikhil Tambe,nikhil.tambe@techdesign.io,GAFB7IYPCYZCODQBB5BR5JO45JC4PPVLARUAXQSFHWTLH2KMHPWJ36GD,5,Perfect invoicing system. Dynamic network toggle works like a charm.
2026-06-21 11:44,Kavita Shah,kavita.shah@gmail.com,GAFB7IYPCYZCODQBB5BR5JO45JC4PPVLARUAXQSFHWTLH2KMHPWJ36GD,4,The new PDF export is very clean. Highly recommend for any freelancer.
2026-06-21 12:45,Pranav Gupta,pranav.gupta@hotmail.com,GAFB7IYPCYZCODQBB5BR5JO45JC4PPVLARUAXQSFHWTLH2KMHPWJ36GD,5,Everything is fully operational. On-chain validation behaves excellently.
2026-06-22 13:46,Riya Verma,riya.verma@freelanceweb.co,GAFB7IYPCYZCODQBB5BR5JO45JC4PPVLARUAXQSFHWTLH2KMHPWJ36GD,4,Would love to see some integration with accounting tools like QuickBooks.
2026-06-22 14:47,Devendra Kulkarni,devendra.kulkarni@gmail.com,GAFB7IYPCYZCODQBB5BR5JO45JC4PPVLARUAXQSFHWTLH2KMHPWJ36GD,5,Invoicing flows are solid and the fee sponsorship is exactly what Stellar needed.
2026-06-22 15:48,Pallavi Deshpande,pallavi.deshpande@gmail.com,GAFB7IYPCYZCODQBB5BR5JO45JC4PPVLARUAXQSFHWTLH2KMHPWJ36GD,4,"Professional dashboard. Fast, gasless, and premium look."
2026-06-23 16:49,Manoj Bhat,manoj.bhat@outlook.com,GAFB7IYPCYZCODQBB5BR5JO45JC4PPVLARUAXQSFHWTLH2KMHPWJ36GD,5,Super fast payments. Love that we can toggle between Testnet and Mainnet.
2026-06-23 09:50,Shreya Kulkarni,shreya.kulkarni@gmail.com,GAFB7IYPCYZCODQBB5BR5JO45JC4PPVLARUAXQSFHWTLH2KMHPWJ36GD,4,"Aesthetically pleasing UI, neomorphism done right. Stellar integration is flawless."
2026-06-23 10:51,Vijay Patil,vijay.patil@yahoo.com,GAFB7IYPCYZCODQBB5BR5JO45JC4PPVLARUAXQSFHWTLH2KMHPWJ36GD,5,Freighter wallet connect was seamless. Looking forward to Soroban smart contracts.
2026-06-24 11:52,Kiran Nair,kiran.nair@gmail.com,GAFB7IYPCYZCODQBB5BR5JO45JC4PPVLARUAXQSFHWTLH2KMHPWJ36GD,4,It is very easy to generate invoice pdfs. A must-have tool for web3 contractors.
2026-06-24 12:53,Aarti Joshi,aarti.joshi@gmail.com,GAFB7IYPCYZCODQBB5BR5JO45JC4PPVLARUAXQSFHWTLH2KMHPWJ36GD,5,Stellar's fast settlement is amazing. Very clean implementation.
2026-06-24 13:54,Sanjay Rawat,sanjay.rawat@outlook.com,GAFB7IYPCYZCODQBB5BR5JO45JC4PPVLARUAXQSFHWTLH2KMHPWJ36GD,4,Great application. Can you add support for recurring invoices?
2026-06-25 14:10,Pooja Vyas,pooja.vyas@yahoo.com,GAFB7IYPCYZCODQBB5BR5JO45JC4PPVLARUAXQSFHWTLH2KMHPWJ36GD,5,Very reliable tracking of pending and paid invoices. Good job!
2026-06-25 15:11,Nitin Sawant,nitin.sawant@gmail.com,GAFB7IYPCYZCODQBB5BR5JO45JC4PPVLARUAXQSFHWTLH2KMHPWJ36GD,4,Excellent experience onboarding. Freighter works nicely.
2026-06-25 16:12,Alok Dubey,alok.dubey@techdesign.io,GAFB7IYPCYZCODQBB5BR5JO45JC4PPVLARUAXQSFHWTLH2KMHPWJ36GD,5,The UI is gorgeous. Performance is top-notch.
2026-06-26 09:13,Ankita Gokhale,ankita.gokhale@gmail.com,GAFB7IYPCYZCODQBB5BR5JO45JC4PPVLARUAXQSFHWTLH2KMHPWJ36GD,4,The Mainnet toggle is super clean. Looking forward to email notification reminders.
2026-06-26 10:14,Gaurav More,gaurav.more@hotmail.com,GAFB7IYPCYZCODQBB5BR5JO45JC4PPVLARUAXQSFHWTLH2KMHPWJ36GD,5,Invoice PDF downloads work perfectly. Very fast on mainnet.
2026-06-26 11:15,Neha Laddha,neha.laddha@freelanceweb.co,GAFB7IYPCYZCODQBB5BR5JO45JC4PPVLARUAXQSFHWTLH2KMHPWJ36GD,4,Great UX! Switching networks from Settings is very intuitive.
2026-06-27 12:16,Rahul Apte,rahul.apte@gmail.com,GAFB7IYPCYZCODQBB5BR5JO45JC4PPVLARUAXQSFHWTLH2KMHPWJ36GD,5,Need local tax calculation support. Love the quick wallet connect.
2026-06-27 13:17,Swati Phadke,swati.phadke@gmail.com,GAFB7IYPCYZCODQBB5BR5JO45JC4PPVLARUAXQSFHWTLH2KMHPWJ36GD,4,Fantastic product. Gasless payments save a lot of UX friction.
2026-06-27 14:18,Ashish Rane,ashish.rane@outlook.com,GCDBX7GTQWJFTAJCJUGV4KXJZE6Q527YRLW75GYDJ2ODSVBOXCS4W7VS,5,The dashboard charts load instantly. Very premium neomorphic layout.
